filename,category,label,material_hardness,transparency,surface_smoothness,estimated_weight,organic_content,color_uniformity
cardboard/cardboard_0001.jpg,cardboard,Recyclable,0.22483570765056166,0.04585207096486446,0.3453381976670485,0.2761514928204013,0.04297539875829992,0.5812690434440655
cardboard/cardboard_0002.jpg,cardboard,Recyclable,0.2789606407753696,0.07302304187458726,0.26713679298455334,0.22712800217929824,0.036097469215626135,0.5627416197143794
cardboard/cardboard_0003.jpg,cardboard,Recyclable,0.21209811357830172,0.0,0.1792557517240877,0.17188562353795137,0.01961506638996729,0.6251397866076219
cardboard/cardboard_0004.jpg,cardboard,Recyclable,0.15459879622393946,0.007630888959941261,0.4025954138245088,0.18871118497567324,0.05202584614063772,0.48602014510292346
cardboard/cardboard_0005.jpg,cardboard,Recyclable,0.17278086377374088,0.05332767769129598,0.21943044958043878,0.21878490091728361,0.03198083930243585,0.5766645000165378
cardboard/cardboard_0006.jpg,cardboard,Recyclable,0.16991466938853017,0.10556834553526814,0.2990551942683446,0.14711445355220498,0.07467634736309567,0.5023325080023182
cardboard/cardboard_0007.jpg,cardboard,Recyclable,0.2104431797502378,0.0,0.20702697657710983,0.2098430617934562,0.07215399739986231,0.6137094624951976
cardboard/cardboard_0008.jpg,cardboard,Recyclable,0.194217585880588,0.04096688913232134,0.19650346067428007,0.16400778958026457,0.03618083687120638,0.6845697780975133
cardboard/cardboard_0009.jpg,cardboard,Recyclable,0.21718091447842308,0.0,0.32268587785763564,0.18074588597918417,0.029692339990821243,0.6489341031072694
cardboard/cardboard_0010.jpg,cardboard,Recyclable,0.25154997612479757,0.07793840357348596,0.24125477337441528,0.1845393812074393,0.05993790294210692,0.6780436101697888
cardboard/cardboard_0011.jpg,cardboard,Recyclable,0.1760412881077355,0.04443023070008549,0.222556551819578,0.14018966879596648,0.07437577467182593,0.7084992022856658
cardboard/cardboard_0012.jpg,cardboard,Recyclable,0.19639949392098333,0.08010598693676073,0.32531452175333436,0.16774401226974378,0.060841868165252416,0.7230429253172775
cardboard/cardboard_0013.jpg,cardboard,Recyclable,0.19820869804450245,0.09693930967442019,0.11661784271371786,0.2410951252187612,0.05261141204714514,0.5760794119627306
cardboard/cardboard_0014.jpg,cardboard,Recyclable,0.20458803882677512,0.0,0.28462296785137414,0.21785562857558732,0.09433682134224548,0.5585383825381082
cardboard/cardboard_0015.jpg,cardboard,Recyclable,0.15957531985534062,0.034947288692463906,0.3640781482391452,0.21643755548298424,0.03410719388698884,0.6410613946490684
cardboard/cardboard_0016.jpg,cardboard,Recyclable,0.20485387746740202,0.07905934971598667,0.25085628342858535,0.1836168926701116,0.03823675540603527,0.4829188041494305
cardboard/cardboard_0017.jpg,cardboard,Recyclable,0.2148060138532288,0.057831658165396684,0.30035794196497223,0.18827064333124266,0.007538877738487576,0.5663483741787713
cardboard/cardboard_0018.jpg,cardboard,Recyclable,0.18286427417366152,0.025931681923351435,0.28871000018337933,0.22020254284072693,0.10658557703631591,0.6139662250265471
cardboard/cardboard_0019.jpg,cardboard,Recyclable,0.21287751953613823,0.04776662252701499,0.16568601492906707,0.19867430622753918,0.051806906298230794,0.7970593689988229
cardboard/cardboard_0020.jpg,cardboard,Recyclable,0.19038195176094388,0.05904642027000838,0.29757017612063297,0.1415660981190234,0.08428468443545062,0.6601546426149419
cardboard/cardboard_0021.jpg,cardboard,Recyclable,0.23955159735215237,0.022718376356157834,0.39819560176552693,0.12990744686038597,0.06760571281400811,0.7752364500647982
cardboard/cardboard_0022.jpg,cardboard,Recyclable,0.15047318374346558,0.03301106811191684,0.30697559555613485,0.17482621729419004,0.003480097068016025,0.6054850379844822
cardboard/cardboard_0023.jpg,cardboard,Recyclable,0.14688481431369477,0.06420777291905545,0.23564030360363375,0.277496720250877,0.026502401229912893,0.574235078703546
cardboard/cardboard_0024.jpg,cardboard,Recyclable,0.2406758608684835,0.013074070506981346,0.31592219542228905,0.2653571377141214,0.0017755029631631794,0.6147707086825843
cardboard/cardboard_0025.jpg,cardboard,Recyclable,0.21299413971242118,0.07345468615331932,0.21341345023853425,0.13397716934578618,0.06565824696850693,0.6237587738586549
cardboard/cardboard_0026.jpg,cardboard,Recyclable,0.21252464251729383,0.06039344628490927,0.2523982694895056,0.21161268485805018,0.05879217419896044,0.5428518865578905
cardboard/cardboard_0027.jpg,cardboard,Recyclable,0.29328872555723784,0.06421498762735363,0.21660875519581457,0.2328276804316915,0.02075954989318036,0.6629667682993962
cardboard/cardboard_0028.jpg,cardboard,Recyclable,0.2579297789503702,0.02537953044944869,0.36743632904710255,0.22063904634682494,0.0746618047998347,0.7517434386123157
cardboard/cardboard_0029.jpg,cardboard,Recyclable,0.1877305941998565,0.027387915069275317,0.23773398992621336,0.1592094857517281,0.04768694871757688,0.6272921579853314
cardboard/cardboard_0030.jpg,cardboard,Recyclable,0.21383453996650095,0.07481549747108071,0.3009101324314535,0.27267670385786585,0.04206029500286132,0.8176135333271695
cardboard/cardboard_0031.jpg,cardboard,Recyclable,0.23128336738825034,0.024285273307511526,0.22503752513572212,0.22412362076215928,0.04329611644022448,0.6571200395273673
cardboard/cardboard_0032.jpg,cardboard,Recyclable,0.22366188122867725,0.04781513262029382,0.24072443973521163,0.12425763876570678,0.03660455143798937,0.6685119035458778
cardboard/cardboard_0033.jpg,cardboard,Recyclable,0.2107046872065102,0.012627836638640366,0.31212266480958273,0.21926586898644185,0.023484276913966012,0.6122980084756422
cardboard/cardboard_0034.jpg,cardboard,Recyclable,0.20291043592230001,0.015710891065081313,0.32504511522437984,0.22803922631841173,0.08249153729525832,0.6843041641627923
